Case Origin,Type,Category,Sub-Category,Station,Date/Time Opened,Date/Time Closed,Age (Days)
Website,Complaint,Police,Lack of Presence - Train,L20 - West Dublin/Pleasanton,6/4/18 6:02,6/4/18 12:28,0
Website,Complaint,Policies,Smoking Enforcement,W40 - Millbrae,6/4/18 6:24,6/4/18 11:40,0
Website,Complaint,Police,Lack of Presence - Train,L10 - Castro Valley,6/4/18 6:37,6/4/18 12:32,0
Website,Complaint,Parking,Restrictions/Enforcement,C60 - Concord,6/4/18 6:59,6/4/18 12:20,0
Website,Complaint,Service,Delays,A90 - Fremont,6/4/18 7:01,6/7/18 14:11,3
Website,Complaint,Service,Service Misc.,M90 - Daly City,6/4/18 7:06,6/7/18 16:38,3
Website,Complaint,Police,Fare Evasion,M90 - Daly City,6/4/18 7:08,6/4/18 12:15,0
Website,Complaint,Service,Delays,A90 - Fremont,6/4/18 7:12,6/7/18 14:30,3
Website,Complaint,Service,Delays,A90 - Fremont,6/4/18 7:16,6/7/18 15:17,3
Website,Complaint,Service,Delays,C70 - North Concord/Martinez,6/4/18 7:30,6/7/18 16:13,3
Website,Complaint,Service,Delays,C70 - North Concord/Martinez,6/4/18 7:40,6/7/18 16:29,3
Website,Complaint,Service,Crowded Trains,,6/4/18 7:55,6/4/18 10:16,0
Website,Complaint,Service,Delays,C80 - Pittsburg/Bay Point,6/4/18 8:13,6/8/18 13:32,4
Email,Complaint,Service,Scheduling,C60 - Concord,6/4/18 8:16,6/4/18 10:40,0
Website,Complaint,Station Cleanliness,Restrooms,A90 - Fremont,6/4/18 8:44,6/8/18 9:22,4
Website,Complaint,Passenger Information,Inadequate/Incorrect,E20 ? Pittsburg Center,6/4/18 8:44,6/8/18 14:10,4
Website,Complaint,Service,Timed Meet/Connection,W40 - Millbrae,6/4/18 8:48,6/11/18 10:39,7
Website,Complaint,Trains,Air Conditioning Inoperative,M10 - West Oakland,6/4/18 9:12,6/4/18 11:27,0
Phone,Complaint,AFC,Clipper,M70 - Glen Park (SF),6/4/18 9:40,6/4/18 9:56,0
Website,Complaint,Trains,Air Conditioning Inoperative,,6/4/18 10:17,6/4/18 10:17,0
Email,Complaint,Service,Caltrain Connection,W40 - Millbrae,6/4/18 11:39,6/4/18 11:39,0
Website,Complaint,Police,Fare Evasion,A20 - Fruitvale (Oakland),6/4/18 11:43,6/4/18 11:56,0
Website,Complaint,Maintenance and Equipment,Landscaped/Tree/Bushes,C60 - Concord,6/4/18 11:59,6/4/18 12:12,0
Phone,Complaint,Maintenance and Equipment,Landscaped/Tree/Bushes,M80 - Balboa Park (SF),6/4/18 12:13,6/4/18 12:15,0
Phone,Complaint,Police,Lack of Presence - STA,M60 - 24th St. Mission (SF),6/4/18 12:47,6/4/18 12:54,0
Website,Complaint,Parking,Crowded Lots,E30 ? Antioch,6/4/18 12:48,6/6/18 8:23,2
Phone,Complaint,Service,Closed Door,W10 - Colma,6/4/18 13:05,6/14/18 10:38,10
Phone,Complaint,Service,Delays,,6/4/18 13:11,6/4/18 13:11,0
Website,Complaint,Parking,Crowded Lots,E30 ? Antioch,6/4/18 13:16,6/6/18 12:41,2
Website,Complaint,Train Cleanliness,Train Clean - Misc.,E30 ? Antioch,6/4/18 14:21,6/5/18 15:20,1
Website,Complaint,Trains,Air Conditioning Inoperative,,6/4/18 15:20,6/5/18 14:57,1
Phone,Complaint,AFC,AFC Misc.,,6/4/18 15:26,6/4/18 15:26,0
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M20 - Montgomery St. (SF),6/4/18 15:48,6/5/18 14:49,1
Phone,Complaint,Parking,Restrictions/Enforcement,C40 - Walnut Creek,6/4/18 16:09,6/4/18 16:11,0
Website,Complaint,Train Cleanliness,Train Clean - Misc.,,6/4/18 16:11,6/5/18 14:44,1
Phone,Complaint,Policies,Refunds,,6/4/18 16:15,6/4/18 16:15,0
Website,Complaint,Station Cleanliness,Grounds,W40 - Millbrae,6/4/18 16:31,6/5/18 14:41,1
Website,Complaint,Police,Fare Evasion,C80 - Pittsburg/Bay Point,6/4/18 17:19,6/5/18 14:34,1
Phone,Complaint,Trains,Air Conditioning Inoperative,,6/4/18 17:35,6/4/18 17:37,0
Website,Complaint,AFC,AFC Misc.,,6/4/18 17:39,6/8/18 10:06,4
Website,Complaint,Trains,Air Conditioning Inoperative,,6/4/18 18:02,6/5/18 14:22,1
Website,Complaint,Trains,Air Conditioning Inoperative,C80 - Pittsburg/Bay Point,6/4/18 18:22,6/5/18 14:20,1
Website,Complaint,Passenger Information,Inadequate/Incorrect,E10 - Pittsburg/Bay Point Transfer Island,6/4/18 21:50,6/8/18 17:42,4
Website,Complaint,AFC,Parkmaster Inoperative,E30 ? Antioch,6/5/18 5:20,6/11/18 13:20,6
Website,Complaint,AFC,Parkmaster Inoperative,E30 ? Antioch,6/5/18 5:22,6/11/18 14:00,6
Website,Complaint,Station Cleanliness,Restrooms,K30 - MacArthur (Oakland),6/5/18 7:50,6/8/18 12:08,3
Website,Complaint,Police,Lack of Presence - Train,,6/5/18 7:51,6/11/18 14:25,6
Website,Complaint,Police,Lack of Presence - STA,W40 - Millbrae,6/5/18 7:51,6/5/18 14:09,0
Website,Complaint,Service,Service Misc.,,6/5/18 8:05,6/5/18 14:05,0
Website,Complaint,Service,Crowded Trains,C10 - Rockridge (Oakland),6/5/18 8:12,6/8/18 10:59,3
Website,Complaint,Parking,Crowded Lots,E30 ? Antioch,6/5/18 8:17,6/11/18 15:35,6
Website,Complaint,Service,Delays,A90 - Fremont,6/5/18 8:24,6/8/18 11:39,3
Website,Complaint,Trains,Trains Misc.,Y10 - San Francisco Int'l Airport,6/5/18 8:41,6/5/18 13:45,0
Website,Complaint,Trains,Trains Misc.,R10 - Ashby (Berkeley),6/5/18 8:46,6/5/18 13:42,0
Website,Complaint,Station Cleanliness,Restrooms,C80 - Pittsburg/Bay Point,6/5/18 8:47,6/8/18 12:55,3
Phone,Complaint,Service,Crowded Trains,C10 - Rockridge (Oakland),6/5/18 9:17,6/5/18 9:19,0
Phone,Complaint,Passenger Information,Inadequate/Incorrect,C10 - Rockridge (Oakland),6/5/18 9:20,6/5/18 9:20,0
Website,Complaint,Parking,Mid-Day Carpool Parking,E30 ? Antioch,6/5/18 10:12,6/7/18 11:46,2
Phone,Complaint,Service,Early Dispatch,L10 - Castro Valley,6/5/18 10:15,6/7/18 8:25,2
Phone,Complaint,Passenger Information,Improve Website,Y10 - San Francisco Int'l Airport,6/5/18 10:23,6/5/18 10:32,0
Website,Complaint,Service,Crowded Trains,,6/5/18 10:38,6/6/18 9:38,1
Website,Complaint,Maintenance and Equipment,Rail Noise,,6/5/18 11:01,6/5/18 12:25,0
Website,Complaint,Parking,Crowded Lots,C40 - Walnut Creek,6/5/18 11:56,6/5/18 12:21,0
Website,Complaint,Service,Delays,C40 - Walnut Creek,6/5/18 12:00,6/5/18 12:17,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,,6/5/18 12:16,6/5/18 12:19,0
Phone,Complaint,Maintenance and Equipment,Landscaped/Tree/Bushes,,6/5/18 13:20,6/5/18 13:28,0
Website,Complaint,Parking,Crowded Lots,E30 ? Antioch,6/5/18 14:42,6/7/18 11:06,2
Phone,Complaint,Quality of Life,Transient,M16 - Embarcadero (SF),6/5/18 14:56,6/5/18 14:56,0
Phone,Complaint,Police,Fare Evasion,C80 - Pittsburg/Bay Point,6/5/18 15:15,6/5/18 15:16,0
Website,Complaint,Police,Fare Evasion,M40 - Civic Center/UN Plaza (SF),6/5/18 15:36,6/7/18 10:57,2
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,6/5/18 17:30,6/7/18 9:44,2
Website,Complaint,Maintenance and Equipment,M&E Misc.,M16 - Embarcadero (SF),6/5/18 18:00,6/5/18 18:04,0
Website,Complaint,Announcements,Announcements Misc.,,6/5/18 18:08,6/5/18 18:09,0
Website,Complaint,Trains,Air Conditioning Inoperative,,6/5/18 19:42,6/8/18 12:32,3
Website,Complaint,Police,Lack of Presence - Train,,6/5/18 20:22,6/8/18 12:43,3
Website,Complaint,Station Cleanliness,Grounds,A50 - Bay Fair (San Leandro),6/5/18 20:37,6/8/18 13:00,3
Website,Complaint,Trains,Trains Misc.,M16 - Embarcadero (SF),6/5/18 22:54,6/11/18 8:34,5
Website,Complaint,Police,Police Misc.,,6/6/18 1:58,6/11/18 16:10,6
Website,Complaint,Parking,Parking Misc.,E30 ? Antioch,6/6/18 5:11,6/8/18 16:35,2
Website,Complaint,Service,Crowded Trains,L30 - Dublin/Pleasanton,6/6/18 5:46,6/8/18 15:38,2
Website,Complaint,Parking,Crowded Lots,E30 ? Antioch,6/6/18 6:35,6/8/18 16:55,2
Website,Complaint,Policies,Refunds,,6/6/18 7:35,6/8/18 16:05,2
Website,Complaint,Service,5AM Start,,6/6/18 7:48,6/12/18 11:13,6
Website,Complaint,Service,Delays,C70 - North Concord/Martinez,6/6/18 7:55,6/11/18 17:18,5
Website,Complaint,Quality of Life,Quality of Life - Other,S20 - Warm Springs,6/6/18 8:00,6/11/18 9:16,5
Website,Complaint,Service,Delays,,6/6/18 8:02,7/23/18 16:17,47
Website,Complaint,Parking,Crowded Lots,E30 ? Antioch,6/6/18 8:19,6/6/18 8:23,0
Phone,Complaint,Station Cleanliness,Parking Lots,A30 - Coliseum,6/6/18 9:03,6/6/18 9:11,0
Phone,Complaint,AFC,Clipper,E30 ? Antioch,6/6/18 9:17,6/6/18 11:37,0
Website,Complaint,Trains,Air Conditioning Inoperative,,6/6/18 9:44,6/6/18 9:44,0
Phone,Complaint,Station Cleanliness,Parking Lots,A50 - Bay Fair (San Leandro),6/6/18 10:11,6/6/18 10:12,0
Phone,Complaint,Maintenance and Equipment,Graffiti,,6/6/18 10:43,6/6/18 10:50,0
Phone,Complaint,Station Cleanliness,Grounds,,6/6/18 11:34,6/6/18 11:34,0
Website,Complaint,Service,Closed Door,,6/6/18 11:52,6/11/18 17:29,5
Website,Complaint,Parking,Crowded Lots,E30 ? Antioch,6/6/18 12:05,6/11/18 15:57,5
Website,Complaint,Police,Police Misc.,,6/6/18 12:50,6/11/18 17:41,5
Phone,Complaint,Bike Program,Bikes - Misc.,E20 ? Pittsburg Center,6/6/18 13:39,6/6/18 13:40,0
Website,Complaint,Trains,Trains Misc.,,6/6/18 13:50,6/12/18 9:45,6
Website,Complaint,Parking,Crowded Lots,E30 ? Antioch,6/6/18 14:23,6/12/18 9:54,6
Website,Complaint,Policies,Smoking Enforcement,K20 - 19th St. Oakland,6/6/18 15:05,6/12/18 10:25,6
Phone,Complaint,Station Cleanliness,Grounds,W20 - South San Francisco,6/6/18 15:16,6/6/18 15:19,0
Phone,Complaint,Parking,Restrictions/Enforcement,,6/6/18 15:49,6/6/18 15:50,0
Phone,Complaint,Parking,Crowded Lots,M90 - Daly City,6/6/18 16:09,6/6/18 16:09,0
Phone,Complaint,Police,Lack of Presence - STA,R60 - Richmond,6/6/18 16:26,6/6/18 16:27,0
Phone,Complaint,AFC,Clipper,R30 - North Berkeley,6/6/18 16:45,6/6/18 16:45,0
Website,Complaint,Police,Fare Evasion,,6/6/18 16:45,6/12/18 10:56,6
Website,Complaint,Trains,Air Conditioning Inoperative,,6/6/18 17:27,6/11/18 12:55,5
Phone,Complaint,Maintenance and Equipment,M&E Misc.,A40 - San Leandro,6/6/18 17:28,6/6/18 17:29,0
Website,Complaint,Policies,Operations,M16 - Embarcadero (SF),6/6/18 17:42,6/12/18 11:08,6
Website,Complaint,Police,Lack of Presence - Train,,6/6/18 19:23,6/12/18 11:49,6
Website,Complaint,Announcements,Quality Station Announcements,Y10 - San Francisco Int'l Airport,6/6/18 21:05,6/12/18 12:44,6
Website,Complaint,Policies,Fares,,6/6/18 22:34,6/12/18 11:55,6
Website,Complaint,Police,Lack of Presence - STA,R20 - Downtown Berkeley,6/6/18 23:56,6/12/18 12:01,6
Website,Complaint,Quality of Life,Quality of Life - Other,E30 ? Antioch,6/7/18 5:44,6/12/18 12:50,5
Website,Complaint,Announcements,Announcements Misc.,E30 ? Antioch,6/7/18 5:50,6/12/18 13:04,5
Website,Complaint,Announcements,No Destination/Arrival Announcement,,6/7/18 6:08,6/12/18 15:34,5
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,6/7/18 6:51,6/11/18 12:52,4
Website,Complaint,Parking,Parking Misc.,E30 ? Antioch,6/7/18 6:55,6/12/18 16:09,5
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,C50 - Pleasant Hill/Contra Costa Centre,6/7/18 7:08,6/12/18 13:27,5
Website,Complaint,Service,Service Misc.,,6/7/18 7:23,6/12/18 16:40,5
Website,Complaint,Service,Scheduling,C70 - North Concord/Martinez,6/7/18 7:32,6/12/18 16:58,5
Website,Complaint,Station Cleanliness,Grounds,R50 - El Cerrito del Norte,6/7/18 7:49,6/7/18 15:28,0
Website,Complaint,Train Cleanliness,Train Clean - Misc.,C80 - Pittsburg/Bay Point,6/7/18 8:04,6/7/18 15:26,0
Website,Complaint,Train Cleanliness,Train Clean - Misc.,R60 - Richmond,6/7/18 8:10,6/7/18 15:16,0
Website,Complaint,Quality of Life,Transient,,6/7/18 8:14,6/7/18 9:22,0
Website,Complaint,Police,Police Misc.,,6/7/18 9:02,6/12/18 17:40,5
Website,Complaint,Service,Crowded Trains,,6/7/18 9:08,6/13/18 12:00,6
Website,Complaint,Trains,Trains Misc.,,6/7/18 9:20,6/7/18 9:36,0
Phone,Complaint,Maintenance and Equipment,Escalator,A20 - Fruitvale (Oakland),6/7/18 10:14,6/7/18 10:50,0
Phone,Complaint,Service,Delays,M40 - Civic Center/UN Plaza (SF),6/7/18 12:08,6/7/18 12:10,0
Phone,Complaint,Policies,Refunds,C10 - Rockridge (Oakland),6/7/18 12:23,6/7/18 12:24,0
Phone,Complaint,Passenger Information,Inadequate/Incorrect,M40 - Civic Center/UN Plaza (SF),6/7/18 12:57,6/7/18 15:35,0
Website,Complaint,Policies,Refunds,M40 - Civic Center/UN Plaza (SF),6/7/18 12:59,6/11/18 14:22,4
Website,Complaint,Train Cleanliness,Seats,,6/7/18 13:44,6/7/18 13:44,0
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),6/7/18 14:43,6/13/18 10:11,6
Website,Complaint,AFC,Gate Malfunction,,6/7/18 15:19,6/13/18 10:38,6
Phone,Complaint,Maintenance and Equipment,Landscaped/Tree/Bushes,A90 - Fremont,6/7/18 15:40,6/7/18 15:40,0
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),6/7/18 15:47,6/13/18 10:43,6
Phone,Complaint,Station Cleanliness,Grounds,R10 - Ashby (Berkeley),6/7/18 15:54,6/7/18 15:55,0
Phone,Complaint,Passenger Information,Inadequate/Incorrect,,6/7/18 17:02,6/8/18 15:48,1
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),6/7/18 17:02,6/13/18 10:46,6
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M20 - Montgomery St. (SF),6/7/18 17:15,6/13/18 10:49,6
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),6/7/18 17:44,6/13/18 10:54,6
Website,Complaint,Service,Delays,,6/7/18 18:03,6/13/18 10:58,6
Website,Complaint,Police,Lack of Presence - Train,M40 - Civic Center/UN Plaza (SF),6/7/18 18:18,6/13/18 10:03,6
Website,Complaint,Service,Delays,A50 - Bay Fair (San Leandro),6/7/18 18:28,6/13/18 11:10,6
Website,Complaint,AFC,Clipper,L20 - West Dublin/Pleasanton,6/7/18 18:29,6/14/18 8:52,7
Website,Complaint,Trains,Trains Misc.,,6/7/18 18:52,6/13/18 11:28,6
Website,Complaint,Passenger Information,Inadequate/Incorrect,,6/7/18 18:52,6/13/18 11:32,6
Website,Complaint,Parking,Crowded Lots,E30 ? Antioch,6/7/18 19:19,6/13/18 11:35,6
Website,Complaint,Service,Delays,,6/7/18 20:38,6/18/18 8:57,11
Website,Complaint,Parking,Restrictions/Enforcement,A90 - Fremont,6/7/18 22:54,6/13/18 11:06,6
Website,Complaint,Announcements,Quality Station Announcements,C40 - Walnut Creek,6/8/18 5:28,6/14/18 8:46,6
Website,Complaint,Trains,Air Conditioning Inoperative,L30 - Dublin/Pleasanton,6/8/18 7:04,6/8/18 16:42,0
Website,Complaint,Policies,Policies Misc.,,6/8/18 7:30,6/14/18 9:53,6
Website,Complaint,Quality of Life,Quality of Life - Other,W20 - South San Francisco,6/8/18 7:33,6/13/18 12:05,5
Website,Complaint,Passenger Information,Inadequate/Incorrect,A50 - Bay Fair (San Leandro),6/8/18 7:38,6/13/18 11:52,5
Email,Complaint,Service,Scheduling,C60 - Concord,6/8/18 7:48,6/13/18 16:29,5
Website,Complaint,Police,Fare Evasion,R50 - El Cerrito del Norte,6/8/18 8:09,6/8/18 8:34,0
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),6/8/18 8:19,6/13/18 14:08,5
Website,Complaint,Maintenance and Equipment,Escalator,M40 - Civic Center/UN Plaza (SF),6/8/18 8:28,6/13/18 16:46,5
Website,Complaint,Service,Crowded Trains,R40 - El Cerrito Plaza,6/8/18 8:33,6/13/18 13:43,5
Phone,Complaint,Quality of Life,Quality of Life - Other,C80 - Pittsburg/Bay Point,6/8/18 8:59,6/14/18 9:47,6
Phone,Complaint,Passenger Information,Inadequate/Incorrect,,6/8/18 9:56,6/8/18 10:12,0
Phone,Complaint,Policies,Refunds,,6/8/18 10:14,6/8/18 10:14,0
Website,Complaint,AFC,Clipper,,6/8/18 10:39,6/13/18 10:19,5
Phone,Complaint,AFC,Vendor Inoperative,E20 ? Pittsburg Center,6/8/18 10:40,6/8/18 10:46,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,C50 - Pleasant Hill/Contra Costa Centre,6/8/18 12:32,6/8/18 12:32,0
Website,Complaint,Maintenance and Equipment,Landscaped/Tree/Bushes,C60 - Concord,6/8/18 12:38,6/13/18 14:18,5
Phone,Complaint,AFC,Vendor Inoperative,R30 - North Berkeley,6/8/18 13:36,6/8/18 13:43,0
Website,Complaint,Policies,Smoking Enforcement,,6/8/18 14:10,6/13/18 14:21,5
Website,Complaint,Police,Fare Evasion,,6/8/18 14:54,6/13/18 14:23,5
Email,Complaint,Parking,Parking Misc.,,6/8/18 15:39,6/18/18 16:07,10
Phone,Complaint,Policies,ADA Compliance,A20 - Fruitvale (Oakland),6/8/18 16:16,6/8/18 16:18,0
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),6/8/18 16:27,6/13/18 13:23,5
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),6/8/18 16:52,6/13/18 14:26,5
Website,Complaint,Station Cleanliness,Platform,M40 - Civic Center/UN Plaza (SF),6/8/18 17:06,6/13/18 14:27,5
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),6/8/18 17:41,6/13/18 13:47,5
Website,Complaint,AFC,AFC Misc.,,6/8/18 17:53,6/13/18 13:34,5
Website,Complaint,Maintenance and Equipment,STA Pub Address,C50 - Pleasant Hill/Contra Costa Centre,6/8/18 21:26,6/13/18 11:48,5
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,C20 - Orinda,6/8/18 21:32,6/13/18 11:10,5
Website,Complaint,Service,Scheduling,M40 - Civic Center/UN Plaza (SF),6/8/18 22:19,6/13/18 10:57,5
Website,Complaint,Police,Lack of Presence - STA,M30 - Powell St. (SF),6/8/18 22:41,6/13/18 10:30,4
Website,Complaint,Announcements,Announcements Misc.,C50 - Pleasant Hill/Contra Costa Centre,6/9/18 6:48,6/11/18 11:46,2
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),6/9/18 11:26,6/13/18 17:15,4
Website,Complaint,Announcements,Quality Station Announcements,C50 - Pleasant Hill/Contra Costa Centre,6/9/18 14:00,6/13/18 14:45,4
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,W20 - South San Francisco,6/9/18 15:42,6/13/18 14:48,4
Website,Complaint,Police,Lack of Presence - STA,K10 - 12th St. Oakland City Center,6/9/18 22:49,6/12/18 10:05,2
Website,Complaint,Train Cleanliness,Interior Car Vandalism,C80 - Pittsburg/Bay Point,6/9/18 22:59,6/11/18 12:02,2
Website,Complaint,Maintenance and Equipment,M&E Misc.,,6/10/18 2:10,6/14/18 10:27,4
Website,Complaint,Maintenance and Equipment,M&E Misc.,C50 - Pleasant Hill/Contra Costa Centre,6/10/18 4:47,6/14/18 11:41,4
Website,Complaint,Maintenance and Equipment,Escalator,,6/10/18 10:28,6/14/18 11:46,4
Website,Complaint,Police,Lack of Presence - Train,,6/10/18 13:12,6/11/18 13:57,1
Website,Complaint,Announcements,Announcements Misc.,,6/10/18 13:27,6/14/18 11:53,4
Website,Complaint,Announcements,No Delay Announcement,K30 - MacArthur (Oakland),6/10/18 14:53,6/14/18 12:22,4
Website,Complaint,Passenger Information,Improve Website,E30 ? Antioch,6/10/18 17:58,6/14/18 12:25,4
Website,Complaint,Service,Scheduling,R60 - Richmond,6/10/18 18:16,6/14/18 14:37,4
Website,Complaint,Passenger Information,Inadequate/Incorrect,,6/10/18 19:59,6/14/18 17:40,4
Website,Complaint,Police,Lack of Presence - Train,,6/10/18 23:35,6/14/18 13:06,4
Website,Complaint,Maintenance and Equipment,M&E Misc.,K30 - MacArthur (Oakland),6/11/18 0:28,6/14/18 14:20,4
Website,Complaint,Train Cleanliness,Seats,,6/11/18 7:34,6/11/18 11:27,0
Website,Complaint,Trains,Air Conditioning Inoperative,,6/11/18 8:28,6/11/18 12:07,0
Website,Complaint,Policies,Policies Misc.,E10 - Pittsburg/Bay Point Transfer Island,6/11/18 8:37,6/15/18 9:31,4
Website,Complaint,Parking,Crowded Lots,A40 - San Leandro,6/11/18 9:23,6/12/18 9:13,1
Phone,Complaint,Train Cleanliness,Interior Car Cleanliness,K30 - MacArthur (Oakland),6/11/18 9:40,6/11/18 9:46,0
Website,Complaint,Maintenance and Equipment,Landscaped/Tree/Bushes,E30 ? Antioch,6/11/18 10:30,6/11/18 12:31,0
Website,Complaint,Quality of Life,Quality of Life - Other,,6/11/18 10:58,6/11/18 11:34,0
Website,Complaint,Police,Lack of Police Response,R60 - Richmond,6/11/18 11:28,6/11/18 11:43,0
Website,Complaint,Maintenance and Equipment,Landscaped/Tree/Bushes,C60 - Concord,6/11/18 12:34,6/13/18 16:17,2
Website,Complaint,Police,Lack of Presence - Train,E30 ? Antioch,6/11/18 13:52,6/12/18 8:47,1
Website,Complaint,Police,Lack of Presence - Train,K20 - 19th St. Oakland,6/11/18 14:16,6/14/18 15:44,3
Phone,Complaint,Maintenance and Equipment,M&E Misc.,,6/11/18 14:21,6/11/18 14:24,0
Phone,Complaint,Police,Lack of Presence - STA,,6/11/18 14:28,6/11/18 14:28,0
Phone,Complaint,Maintenance and Equipment,Landscaped/Tree/Bushes,,6/11/18 16:04,6/11/18 16:06,0
Phone,Complaint,Policies,Policies Misc.,E30 ? Antioch,6/11/18 16:45,6/11/18 16:49,0
Phone,Complaint,Policies,Fares,W20 - South San Francisco,6/11/18 16:53,6/11/18 16:54,0
Website,Complaint,Quality of Life,Unclean Individual,,6/11/18 17:02,6/15/18 9:50,4
Website,Complaint,Trains,Air Conditioning Inoperative,,6/11/18 17:13,6/14/18 16:00,3
Website,Complaint,Service,Delays,,6/11/18 17:14,6/11/18 17:14,0
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),6/11/18 17:17,6/15/18 9:57,4
Website,Complaint,Quality of Life,Quality of Life - Other,C50 - Pleasant Hill/Contra Costa Centre,6/11/18 18:28,6/12/18 11:42,1
Website,Complaint,Trains,Air Conditioning Inoperative,,6/11/18 19:40,6/14/18 16:18,3
Website,Complaint,Maintenance and Equipment,Lighting,W20 - South San Francisco,6/11/18 22:57,6/14/18 16:52,3
Website,Complaint,Service,5AM Start,A40 - San Leandro,6/12/18 6:14,6/15/18 10:22,3
Website,Complaint,Service,Scheduling,E10 - Pittsburg/Bay Point Transfer Island,6/12/18 6:27,6/15/18 11:59,3
Website,Complaint,Service,Service Misc.,K10 - 12th St. Oakland City Center,6/12/18 6:53,6/19/18 14:35,7
Website,Complaint,Service,Delays,,6/12/18 7:05,6/18/18 9:32,6
Website,Complaint,Service,Short Trains,R20 - Downtown Berkeley,6/12/18 7:13,6/18/18 9:40,6
Website,Complaint,Parking,Paid,,6/12/18 7:20,6/15/18 8:52,3
Website,Complaint,Service,Delays,,6/12/18 7:23,6/18/18 9:41,6
